       x [in]         y [in]         z [in]    Bx [Vs/m^2]    By [Vs/m^2]    Bz [Vs/m^2]  
      2.53788       0.154737       -19.1952   -0.000104154   -0.000174675   -0.000515844
      2.53788       0.154737        -19.092   5.30876e-005   -0.000109644   -0.000382623
      2.53788       0.154737       -18.9889    0.000134085  -6.75448e-005   -0.000258702
      2.53788       0.154737       -18.8857    0.000171984  -4.18471e-005   -0.000155892
      2.53788       0.154737       -18.7826    0.000187129    -2.938e-005  -7.27748e-005
      2.53788       0.154737       -18.6794    0.000191085  -2.55958e-005   7.66489e-021
      2.53788       0.257895       -20.6394    0.000189484  -3.72073e-005   3.34906e-021
      2.53788       0.257895       -20.5363    0.000186725  -4.27458e-005   6.28464e-005
      2.53788       0.257895       -20.4331    0.000176688  -6.05858e-005    0.000134346
      2.53788       0.257895       -20.3299    0.000148228  -9.35508e-005    0.000218364
      2.53788       0.257895       -20.2268   8.74372e-005   -0.000151697    0.000319169
      2.53788       0.257895       -20.1236  -2.63591e-005   -0.000238717    0.000422709
      2.53788       0.257895       -20.0205    -0.00020904   -0.000352629    0.000494387
      2.53788       0.257895       -19.9173   -0.000443933   -0.000485478    0.000483914
      2.53788       0.257895       -19.8142   -0.000666099   -0.000593698    0.000358282
      2.53788       0.257895        -19.711   -0.000799955   -0.000663034    0.000132982
      2.53788       0.257895       -19.6078   -0.000796205   -0.000661177   -0.000127919
      2.53788       0.257895       -19.5047   -0.000664413   -0.000597275   -0.000357904
      2.53788       0.257895       -19.4015   -0.000442777   -0.000481628   -0.000483682
      2.53788       0.257895       -19.2984   -0.000208119   -0.000353095   -0.000491839
      2.53788       0.257895       -19.1952  -2.54994e-005   -0.000239432   -0.000422934
      2.53788       0.257895        -19.092   8.56343e-005   -0.000151749   -0.000319515
      2.53788       0.257895       -18.9889    0.000147792  -9.41742e-005   -0.000219295
      2.53788       0.257895       -18.8857    0.000175772  -6.03981e-005   -0.000133843
      2.53788       0.257895       -18.7826    0.000186636  -4.26953e-005  -6.28668e-005
      2.53788       0.257895       -18.6794    0.000189415  -3.71308e-005  -5.32206e-022
      2.53788       0.361053       -20.6394    0.000186418  -4.26239e-005  -1.96148e-021
      2.53788       0.361053       -20.5363    0.000184902  -4.88782e-005   5.11877e-005
      2.53788       0.361053       -20.4331    0.000178524  -6.82109e-005     0.00010731
      2.53788       0.361053       -20.3299    0.000161105   -0.000104358    0.000173079
      2.53788       0.361053       -20.2268    0.000123966   -0.000163114     0.00024641
      2.53788       0.361053       -20.1236   5.18425e-005   -0.000251033    0.000318176
      2.53788       0.361053       -20.0205  -6.23875e-005   -0.000364656    0.000364272
      2.53788       0.361053       -19.9173   -0.000209975    -0.00049528     0.00035603
      2.53788       0.361053       -19.8142   -0.000351656   -0.000607971    0.000262161
      2.53788       0.361053        -19.711   -0.000443196    -0.00067586   9.82245e-005
      2.53788       0.361053       -19.6078    -0.00044043   -0.000675447  -9.75206e-005
      2.53788       0.361053       -19.5047    -0.00035077   -0.000608681   -0.000262614
      2.53788       0.361053       -19.4015   -0.000209387   -0.000493284   -0.000352697
      2.53788       0.361053       -19.2984  -6.20879e-005   -0.000365758   -0.000365319
      2.53788       0.361053       -19.1952   5.14119e-005    -0.00024963   -0.000318891
      2.53788       0.361053        -19.092    0.000123163   -0.000163803   -0.000246713
      2.53788       0.361053       -18.9889    0.000160781   -0.000104025   -0.000173585
      2.53788       0.361053       -18.8857    0.000178517  -6.81439e-005   -0.000107644
      2.53788       0.361053       -18.7826    0.000184915  -4.91209e-005  -5.07265e-005
      2.53788       0.361053       -18.6794    0.000186359  -4.26867e-005  -1.56327e-021
      2.53788       0.464211       -20.6394    0.000181793  -4.22278e-005  -2.99378e-021
      2.53788       0.464211       -20.5363     0.00018128   -4.7986e-005   3.89399e-005
      2.53788       0.464211       -20.4331    0.000179151  -6.59039e-005   8.12585e-005
      2.53788       0.464211       -20.3299    0.000170753  -9.89947e-005    0.000128058
      2.53788       0.464211       -20.2268    0.000150343   -0.000151428     0.00017947
      2.53788       0.464211       -20.1236    0.000111579   -0.000224095    0.000224387
      2.53788       0.464211       -20.0205   4.99628e-005   -0.000318958    0.000250689
      2.53788       0.464211       -19.9173  -2.64094e-005   -0.000422631    0.000238355
      2.53788       0.464211       -19.8142   -0.000104261   -0.000518803    0.000176918
      2.53788       0.464211        -19.711   -0.000147083   -0.000568803   6.39611e-005
      2.53788       0.464211       -19.6078   -0.000150838   -0.000570818   -6.6618e-005
      2.53788       0.464211       -19.5047   -0.000103742   -0.000515417   -0.000174503
      2.53788       0.464211       -19.4015  -2.71962e-005   -0.000423175   -0.000238777
      2.53788       0.464211       -19.2984   5.05986e-005   -0.000319148   -0.000250527
      2.53788       0.464211       -19.1952    0.000112552   -0.000224708   -0.000224426
      2.53788       0.464211        -19.092    0.000150568   -0.000150608   -0.000178133
      2.53788       0.464211       -18.9889    0.000170784  -9.89901e-005    -0.00012832
      2.53788       0.464211       -18.8857    0.000179046  -6.58159e-005  -8.08259e-005
      2.53788       0.464211       -18.7826    0.000181421  -4.80464e-005  -3.90747e-005
      2.53788       0.464211       -18.6794    0.000181638  -4.21392e-005              0
      2.53788       0.567368       -20.6394    0.000175544  -3.70677e-005   4.86556e-022
      2.53788       0.567368       -20.5363    0.000176243  -4.18802e-005   2.82345e-005
      2.53788       0.567368       -20.4331    0.000177158  -5.67271e-005   5.84254e-005
      2.53788       0.567368       -20.3299    0.000175123  -8.34696e-005    9.1217e-005
      2.53788       0.567368       -20.2268    0.000167411   -0.000123379    0.000123316
      2.53788       0.567368       -20.1236    0.000150976    -0.00017854    0.000150539
      2.53788       0.567368       -20.0205    0.000122792    -0.00024682    0.000163806
      2.53788       0.567368       -19.9173   8.70461e-005   -0.000318775    0.000151144
      2.53788       0.567368       -19.8142   5.31458e-005    -0.00038323    0.000109359
      2.53788       0.567368        -19.711   3.07701e-005    -0.00042158   4.00041e-005
      2.53788       0.567368       -19.6078   2.91579e-005   -0.000421133  -4.19842e-005
      2.53788       0.567368       -19.5047   5.24955e-005   -0.000383593   -0.000109222
      2.53788       0.567368       -19.4015   8.73813e-005   -0.000319941    -0.00015148
      2.53788       0.567368       -19.2984    0.000123041   -0.000246749   -0.000163186
      2.53788       0.567368       -19.1952    0.000150664   -0.000179284   -0.000150654
      2.53788       0.567368        -19.092    0.000167398   -0.000123333   -0.000123384
      2.53788       0.567368       -18.9889    0.000175181  -8.32307e-005  -9.07518e-005
      2.53788       0.567368       -18.8857    0.000177021  -5.67511e-005  -5.84896e-005
      2.53788       0.567368       -18.7826    0.000175985  -4.18022e-005  -2.83217e-005
      2.53788       0.567368       -18.6794    0.000175554  -3.70933e-005              0
      2.53788       0.670526       -20.6394    0.000168811  -2.89346e-005  -7.45813e-022
      2.53788       0.670526       -20.5363    0.000170146  -3.25729e-005   1.99683e-005
      2.53788       0.670526       -20.4331    0.000172676   -4.3323e-005   4.08721e-005
      2.53788       0.670526       -20.3299     0.00017545   -6.2512e-005   6.25763e-005
      2.53788       0.670526       -20.2268    0.000175177  -9.11381e-005   8.34259e-005
      2.53788       0.670526       -20.1236    0.000170779   -0.000127936   9.88643e-005
      2.53788       0.670526       -20.0205    0.000161188   -0.000172875     0.00010427
      2.53788       0.670526       -19.9173    0.000147578    -0.00021936   9.46013e-005
      2.53788       0.670526       -19.8142     0.00013438   -0.000257933   6.67282e-005
      2.53788       0.670526        -19.711    0.000126173    -0.00028119   2.41891e-005
      2.53788       0.670526       -19.6078    0.000126619    -0.00028173  -2.39063e-005
      2.53788       0.670526       -19.5047    0.000134787   -0.000258113  -6.65685e-005
      2.53788       0.670526       -19.4015    0.000147208   -0.000218565  -9.41896e-005
      2.53788       0.670526       -19.2984     0.00016115   -0.000173274   -0.000104403
      2.53788       0.670526       -19.1952    0.000170586    -0.00012821  -9.88681e-005
      2.53788       0.670526        -19.092    0.000175367   -9.0827e-005   -8.3174e-005
      2.53788       0.670526       -18.9889    0.000175379  -6.26373e-005  -6.26524e-005
      2.53788       0.670526       -18.8857    0.000172747   -4.3401e-005  -4.06873e-005
      2.53788       0.670526       -18.7826    0.000170159  -3.24269e-005  -1.99146e-005
      2.53788       0.670526       -18.6794    0.000169019   -2.9093e-005   2.71545e-021
      2.53788       0.773684       -20.6394    0.000162845  -1.95475e-005   7.86375e-022
      2.53788       0.773684       -20.5363    0.000164369  -2.18246e-005   1.41638e-005
      2.53788       0.773684       -20.4331    0.000168099  -2.88069e-005   2.88173e-005
      2.53788       0.773684       -20.3299    0.000172802  -4.09261e-005   4.33885e-005
      2.53788       0.773684       -20.2268    0.000176962  -5.84049e-005   5.67203e-005
      2.53788       0.773684       -20.1236    0.000179149  -8.03829e-005    6.5617e-005
      2.53788       0.773684       -20.0205    0.000178174   -0.000107127   6.79689e-005
      2.53788       0.773684       -19.9173    0.000175547   -0.000133987     6.066e-005
      2.53788       0.773684       -19.8142     0.00017214   -0.000155671   4.18051e-005
      2.53788       0.773684        -19.711    0.000169835   -0.000168188   1.52898e-005
      2.53788       0.773684       -19.6078     0.00016971   -0.000168375  -1.50936e-005
      2.53788       0.773684       -19.5047    0.000172506   -0.000155592  -4.17551e-005
      2.53788       0.773684       -19.4015    0.000175693   -0.000133793  -6.02561e-005
      2.53788       0.773684       -19.2984    0.000178499    -0.00010721  -6.84099e-005
      2.53788       0.773684       -19.1952    0.000179064  -8.13049e-005  -6.61308e-005
      2.53788       0.773684        -19.092    0.000176929  -5.84149e-005  -5.68089e-005
      2.53788       0.773684       -18.9889    0.000172844  -4.08859e-005  -4.34432e-005
      2.53788       0.773684       -18.8857    0.000168101  -2.87384e-005  -2.87028e-005
      2.53788       0.773684       -18.7826    0.000164363  -2.19157e-005  -1.41118e-005
      2.53788       0.773684       -18.6794    0.000162924  -1.96123e-005   3.57465e-022
      2.53788       0.876842       -20.6394    0.000158819  -9.76873e-006   -2.4099e-022
      2.53788       0.876842       -20.5363    0.000160359  -1.08949e-005   1.09415e-005
      2.53788       0.876842       -20.4331    0.000164411  -1.41611e-005   2.18717e-005
      2.53788       0.876842       -20.3299    0.000170072  -1.99037e-005   3.25512e-005
      2.53788       0.876842       -20.2268    0.000176245  -2.83433e-005   4.20291e-005
      2.53788       0.876842       -20.1236    0.000181338  -3.87856e-005    4.8067e-005
      2.53788       0.876842       -20.0205     0.00018488  -5.10564e-005   4.88926e-005
      2.53788       0.876842       -19.9173    0.000186685  -6.30071e-005   4.27252e-005
      2.53788       0.876842       -19.8142    0.000187163  -7.26779e-005   2.93113e-005
      2.53788       0.876842        -19.711     0.00018703   -7.8155e-005   1.05289e-005
      2.53788       0.876842       -19.6078     0.00018719  -7.83206e-005  -1.03949e-005
      2.53788       0.876842       -19.5047    0.000186945  -7.24807e-005  -2.93303e-005
      2.53788       0.876842       -19.4015     0.00018673  -6.31241e-005  -4.26857e-005
      2.53788       0.876842       -19.2984    0.000184892  -5.10732e-005  -4.89404e-005
      2.53788       0.876842       -19.1952    0.000181471  -3.88738e-005  -4.80634e-005
      2.53788       0.876842        -19.092    0.000176191  -2.82385e-005  -4.18116e-005
      2.53788       0.876842       -18.9889    0.000170193  -2.00233e-005  -3.26499e-005
      2.53788       0.876842       -18.8857    0.000164325  -1.41791e-005  -2.18435e-005
      2.53788       0.876842       -18.7826     0.00016031  -1.09173e-005  -1.08259e-005
      2.53788       0.876842       -18.6794    0.000158793  -9.81508e-006   4.84002e-022
      2.53788           0.98       -20.6394    0.000157252  -1.04535e-020  -7.30768e-009
      2.53788           0.98       -20.5363    0.000158692  -1.11511e-020    9.7574e-006
      2.53788           0.98       -20.4331    0.000162985  -1.51166e-020   1.95563e-005
      2.53788           0.98       -20.3299    0.000169035  -2.11789e-020   2.91745e-005
      2.53788           0.98       -20.2268    0.000175585  -2.67016e-020   3.70484e-005
      2.53788           0.98       -20.1236    0.000181684  -4.15402e-020   4.22479e-005
      2.53788           0.98       -20.0205    0.000186407  -4.78194e-020   4.26718e-005
      2.53788           0.98       -19.9173    0.000189411  -5.69359e-020   3.70353e-005
      2.53788           0.98       -19.8142    0.000191071  -8.08494e-020   2.53764e-005
      2.53788           0.98        -19.711      0.0001917  -9.19519e-020   9.02623e-006
      2.53788           0.98       -19.6078    0.000191551   -7.8781e-020  -8.96339e-006
      2.53788           0.98       -19.5047    0.000191076  -7.61633e-020  -2.53377e-005
      2.53788           0.98       -19.4015    0.000189193  -6.74971e-020  -3.71574e-005
      2.53788           0.98       -19.2984    0.000186553  -5.30843e-020  -4.26139e-005
      2.53788           0.98       -19.1952    0.000181726  -3.73107e-020  -4.21969e-005
      2.53788           0.98        -19.092    0.000175678  -3.26757e-020  -3.71354e-005
      2.53788           0.98       -18.9889    0.000168992  -1.99411e-020  -2.91109e-005
      2.53788           0.98       -18.8857    0.000162979  -1.26453e-020  -1.94877e-005
      2.53788           0.98       -18.7826    0.000158853  -1.25571e-020  -9.77354e-006
      2.53788           0.98       -18.6794    0.000157198  -1.03719e-020              0
      2.64346          -0.98       -20.6394    0.000134893  -1.28713e-020              0
      2.64346          -0.98       -20.5363    0.000135415  -1.36235e-020   1.17119e-005
      2.64346          -0.98       -20.4331    0.000136869  -1.63906e-020   2.29806e-005
      2.64346          -0.98       -20.3299    0.000138662  -2.04483e-020   3.30588e-005
      2.64346          -0.98       -20.2268    0.000140183  -2.94028e-020   4.08274e-005
      2.64346          -0.98       -20.1236    0.000140904  -3.87359e-020   4.50175e-005
      2.64346          -0.98       -20.0205     0.00014069  -4.77528e-020   4.40347e-005
      2.64346          -0.98       -19.9173    0.000139574  -6.13073e-020   3.73343e-005
      2.64346          -0.98       -19.8142     0.00013786  -6.96473e-020   2.51521e-005
      2.64346          -0.98        -19.711    0.000137284  -7.61956e-020   9.00058e-006
      2.64346          -0.98       -19.6078    0.000137363  -7.22398e-020  -8.89691e-006
      2.64346          -0.98       -19.5047    0.000138037  -6.76624e-020  -2.50979e-005
      2.64346          -0.98       -19.4015    0.000139563  -5.82164e-020  -3.73481e-005
      2.64346          -0.98       -19.2984    0.000140656  -4.75252e-020  -4.41315e-005
      2.64346          -0.98       -19.1952    0.000140908  -3.54116e-020   -4.4875e-005
      2.64346          -0.98        -19.092     0.00014026  -2.86419e-020  -4.08476e-005
      2.64346          -0.98       -18.9889    0.000138608  -2.29254e-020    -3.313e-005
      2.64346          -0.98       -18.8857    0.000136803  -1.60725e-020  -2.29963e-005
      2.64346          -0.98       -18.7826    0.000135385  -1.44036e-020  -1.17364e-005
      2.64346          -0.98       -18.6794     0.00013481  -1.26413e-020              0
      2.64346      -0.876842       -20.6394    0.000135403   1.17447e-005  -1.15311e-021
      2.64346      -0.876842       -20.5363    0.000135911   1.27294e-005   1.27256e-005
      2.64346      -0.876842       -20.4331     0.00013706   1.56722e-005   2.49542e-005
      2.64346      -0.876842       -20.3299    0.000138356   2.05797e-005   3.60633e-005
      2.64346      -0.876842       -20.2268    0.000139174     2.749e-005   4.48073e-005
      2.64346      -0.876842       -20.1236    0.000138807    3.6111e-005     4.959e-005
      2.64346      -0.876842       -20.0205     0.00013717   4.55976e-005   4.89664e-005
      2.64346      -0.876842       -19.9173    0.000134807   5.46216e-005    4.1613e-005
      2.64346      -0.876842       -19.8142    0.000131942   6.14241e-005   2.80966e-005
      2.64346      -0.876842        -19.711    0.000130766   6.59047e-005   9.90948e-006
      2.64346      -0.876842       -19.6078    0.000130708   6.61409e-005   -9.9296e-006
      2.64346      -0.876842       -19.5047    0.000132205   6.20933e-005  -2.81756e-005
      2.64346      -0.876842       -19.4015    0.000134847   5.47444e-005  -4.17854e-005
      2.64346      -0.876842       -19.2984     0.00013721   4.54081e-005   -4.8834e-005
      2.64346      -0.876842       -19.1952     0.00013883   3.60788e-005  -4.95179e-005
      2.64346      -0.876842        -19.092    0.000139114   2.76189e-005  -4.48391e-005
      2.64346      -0.876842       -18.9889    0.000138334   2.05806e-005  -3.60458e-005
      2.64346      -0.876842       -18.8857    0.000137069   1.56515e-005  -2.50041e-005
      2.64346      -0.876842       -18.7826    0.000135865   1.27515e-005  -1.27345e-005
      2.64346      -0.876842       -18.6794    0.000135406   1.17125e-005              0
      2.64346      -0.773684       -20.6394    0.000136856   2.30031e-005  -2.78256e-022
      2.64346      -0.773684       -20.5363    0.000137084   2.50113e-005   1.56428e-005
      2.64346      -0.773684       -20.4331    0.000137477   3.09973e-005   3.10051e-005
      2.64346      -0.773684       -20.3299    0.000137222   4.10777e-005   4.52235e-005
      2.64346      -0.773684       -20.2268    0.000135517   5.53505e-005    5.6781e-005
      2.64346      -0.773684       -20.1236    0.000131759   7.32835e-005   6.35329e-005
      2.64346      -0.773684       -20.0205    0.000125952   9.27187e-005   6.31717e-005
      2.64346      -0.773684       -19.9173     0.00011884    0.000112576   5.48668e-005
      2.64346      -0.773684       -19.8142    0.000112949    0.000128711   3.73816e-005
      2.64346      -0.773684        -19.711     0.00010903    0.000136909   1.34664e-005
      2.64346      -0.773684       -19.6078    0.000108979    0.000137188  -1.32996e-005
      2.64346      -0.773684       -19.5047    0.000112908     0.00012824  -3.70902e-005
      2.64346      -0.773684       -19.4015    0.000119237    0.000112545  -5.47828e-005
      2.64346      -0.773684       -19.2984    0.000125993   9.30731e-005  -6.33757e-005
      2.64346      -0.773684       -19.1952     0.00013161   7.33042e-005  -6.35773e-005
      2.64346      -0.773684        -19.092    0.000135482    5.5411e-005  -5.66988e-005
      2.64346      -0.773684       -18.9889    0.000137126   4.10608e-005  -4.51215e-005
      2.64346      -0.773684       -18.8857    0.000137299   3.09994e-005  -3.08881e-005
      2.64346      -0.773684       -18.7826    0.000137041   2.50203e-005  -1.56566e-005
      2.64346      -0.773684       -18.6794    0.000136802   2.29882e-005  -1.35074e-021
      2.64346      -0.670526       -20.6394    0.000138584   3.31013e-005   -7.9071e-022
      2.64346      -0.670526       -20.5363    0.000138388   3.60608e-005   2.05824e-005
      2.64346      -0.670526       -20.4331    0.000137228   4.51235e-005   4.10718e-005
      2.64346      -0.670526       -20.3299    0.000134119   6.06982e-005   6.06439e-005
      2.64346      -0.670526       -20.2268    0.000127574   8.30596e-005   7.76106e-005
      2.64346      -0.670526       -20.1236    0.000117334    0.000110934   8.82303e-005
      2.64346      -0.670526       -20.0205    0.000103352    0.000143199     8.972e-005
      2.64346      -0.670526       -19.9173   8.68205e-005    0.000174954   7.88747e-005
      2.64346      -0.670526       -19.8142   7.26148e-005    0.000201303   5.43819e-005
      2.64346      -0.670526        -19.711   6.39838e-005    0.000216369   1.94057e-005
      2.64346      -0.670526       -19.6078   6.41175e-005    0.000216053  -1.94356e-005
      2.64346      -0.670526       -19.5047   7.26688e-005    0.000201101  -5.38859e-005
      2.64346      -0.670526       -19.4015   8.66697e-005    0.000174615  -7.87383e-005
      2.64346      -0.670526       -19.2984    0.000102814    0.000142962  -8.97247e-005
      2.64346      -0.670526       -19.1952    0.000117393    0.000111036  -8.84268e-005
      2.64346      -0.670526        -19.092    0.000127668   8.27809e-005  -7.74312e-005
      2.64346      -0.670526       -18.9889    0.000134016   6.06734e-005  -6.06835e-005
      2.64346      -0.670526       -18.8857    0.000137181   4.51351e-005  -4.10589e-005
      2.64346      -0.670526       -18.7826    0.000138402   3.60754e-005  -2.06565e-005
      2.64346      -0.670526       -18.6794    0.000138654   3.30406e-005  -1.64951e-021
      2.64346      -0.567368       -20.6394    0.000140214   4.08396e-005  -2.27004e-021
      2.64346      -0.567368       -20.5363    0.000139217   4.48253e-005   2.75046e-005
      2.64346      -0.567368       -20.4331    0.000135335   5.68177e-005   5.52422e-005
      2.64346      -0.567368       -20.3299    0.000127735   7.74322e-005   8.28157e-005
      2.64346      -0.567368       -20.2268    0.000113506    0.000107492      0.0001074
      2.64346      -0.567368       -20.1236   9.17406e-005    0.000146461    0.000124982
      2.64346      -0.567368       -20.0205   6.29545e-005    0.000192037    0.000130022
      2.64346      -0.567368       -19.9173   3.04215e-005    0.000238671    0.000115292
      2.64346      -0.567368       -19.8142   1.23529e-006    0.000277669    8.0613e-005
      2.64346      -0.567368        -19.711  -1.59414e-005    0.000299793   2.88175e-005
      2.64346      -0.567368       -19.6078  -1.58769e-005    0.000299485   -2.8351e-005
      2.64346      -0.567368       -19.5047   9.81733e-007    0.000277596  -8.05709e-005
      2.64346      -0.567368       -19.4015   2.95983e-005    0.000239514   -0.000115942
      2.64346      -0.567368       -19.2984   6.23868e-005    0.000192406   -0.000129755
      2.64346      -0.567368       -19.1952   9.18525e-005    0.000146698   -0.000125166
      2.64346      -0.567368        -19.092     0.00011323    0.000107712     -0.0001078
      2.64346      -0.567368       -18.9889    0.000127534   7.74041e-005  -8.27309e-005
      2.64346      -0.567368       -18.8857    0.000135417   5.65059e-005  -5.53176e-005
      2.64346      -0.567368       -18.7826    0.000139114   4.47552e-005  -2.74192e-005
      2.64346      -0.567368       -18.6794    0.000140104   4.08167e-005              0
      2.64346      -0.464211       -20.6394    0.000140938   4.49501e-005   1.75027e-021
      2.64346      -0.464211       -20.5363    0.000138875     4.955e-005   3.61612e-005
      2.64346      -0.464211       -20.4331    0.000131856   6.36501e-005   7.29976e-005
      2.64346      -0.464211       -20.3299    0.000116884   8.85388e-005    0.000111256
      2.64346      -0.464211       -20.2268   9.17139e-005    0.000125266    0.000146783
      2.64346      -0.464211       -20.1236   5.21729e-005    0.000174506    0.000174067
      2.64346      -0.464211       -20.0205  -6.49388e-007    0.000233278    0.000184495
      2.64346      -0.464211       -19.9173  -5.77724e-005    0.000293435    0.000166366
      2.64346      -0.464211       -19.8142   -0.000111486    0.000344761    0.000118385
      2.64346      -0.464211        -19.711   -0.000143377    0.000374125   4.30123e-005
      2.64346      -0.464211       -19.6078   -0.000142535    0.000374499  -4.29424e-005
      2.64346      -0.464211       -19.5047   -0.000111356    0.000345052   -0.000117544
      2.64346      -0.464211       -19.4015  -5.93665e-005    0.000293338   -0.000167166
      2.64346      -0.464211       -19.2984    5.4542e-007    0.000232618   -0.000184809
      2.64346      -0.464211       -19.1952   5.22297e-005    0.000174402   -0.000174137
      2.64346      -0.464211        -19.092   9.17237e-005    0.000125355   -0.000146483
      2.64346      -0.464211       -18.9889    0.000116853   8.85737e-005   -0.000110661
      2.64346      -0.464211       -18.8857    0.000131602   6.37279e-005  -7.33309e-005
      2.64346      -0.464211       -18.7826    0.000138828    4.9567e-005   -3.5951e-005
      2.64346      -0.464211       -18.6794    0.000140909   4.49722e-005   1.88309e-021
      2.64346      -0.361053       -20.6394    0.000140676   4.40599e-005  -2.76243e-021
      2.64346      -0.361053       -20.5363    0.000137138   4.89459e-005   4.54724e-005
      2.64346      -0.361053       -20.4331    0.000126045   6.32401e-005    9.3034e-005
      2.64346      -0.361053       -20.3299    0.000103071   9.01637e-005     0.00014298
      2.64346      -0.361053       -20.2268   6.26572e-005    0.000129854     0.00019255
      2.64346      -0.361053       -20.1236   5.78661e-007    0.000183957    0.000232899
      2.64346      -0.361053       -20.0205   -8.3463e-005    0.000250388    0.000250781
      2.64346      -0.361053       -19.9173   -0.000179559    0.000320194    0.000230183
      2.64346      -0.361053       -19.8142   -0.000266441     0.00037828    0.000163488
      2.64346      -0.361053        -19.711    -0.00031586     0.00040916   5.84712e-005
      2.64346      -0.361053       -19.6078   -0.000316512    0.000412078  -5.93572e-005
      2.64346      -0.361053       -19.5047   -0.000264378    0.000379674    -0.00016347
      2.64346      -0.361053       -19.4015   -0.000179625    0.000319769   -0.000230068
      2.64346      -0.361053       -19.2984  -8.32975e-005    0.000250489   -0.000250281
      2.64346      -0.361053       -19.1952   9.13149e-007    0.000184786    -0.00023272
      2.64346      -0.361053        -19.092   6.21428e-005    0.000129885   -0.000192564
      2.64346      -0.361053       -18.9889    0.000102548   8.97672e-005   -0.000142719
      2.64346      -0.361053       -18.8857    0.000126094   6.34639e-005  -9.29904e-005
      2.64346      -0.361053       -18.7826    0.000137209   4.88145e-005  -4.52951e-005
      2.64346      -0.361053       -18.6794    0.000140687   4.40223e-005              0
      2.64346      -0.257895       -20.6394    0.000139572   3.74502e-005   -1.1344e-021
      2.64346      -0.257895       -20.5363    0.000134779   4.16672e-005   5.45826e-005
      2.64346      -0.257895       -20.4331    0.000119147    5.4785e-005     0.00011241
      2.64346      -0.257895       -20.3299   8.68703e-005   7.88185e-005    0.000175219
      2.64346      -0.257895       -20.2268    3.0029e-005    0.000116146    0.000238689
      2.64346      -0.257895       -20.1236  -5.91437e-005    0.000167062    0.000293292
      2.64346      -0.257895       -20.0205   -0.000180989    0.000230998    0.000320191
      2.64346      -0.257895       -19.9173   -0.000318886    0.000296616    0.000296212
      2.64346      -0.257895       -19.8142   -0.000441529    0.000351951    0.000211811
      2.64346      -0.257895        -19.711   -0.000516431    0.000383543    7.7361e-005
      2.64346      -0.257895       -19.6078   -0.000519496    0.000384535  -7.69535e-005
      2.64346      -0.257895       -19.5047   -0.000438346    0.000351584   -0.000212422
      2.64346      -0.257895       -19.4015   -0.000319185    0.000296454   -0.000296681
      2.64346      -0.257895       -19.2984    -0.00018047    0.000230315   -0.000320373
      2.64346      -0.257895       -19.1952   -5.8875e-005     0.00016691   -0.000293632
      2.64346      -0.257895        -19.092    3.0322e-005     0.00011571   -0.000239023
      2.64346      -0.257895       -18.9889   8.65411e-005   7.91031e-005   -0.000175311
      2.64346      -0.257895       -18.8857     0.00011897   5.48066e-005   -0.000112409
      2.64346      -0.257895       -18.7826    0.000134723   4.16707e-005  -5.45419e-005
      2.64346      -0.257895       -18.6794    0.000139521   3.73717e-005  -2.12811e-021
      2.64346      -0.154737       -20.6394    0.000138289   2.51139e-005   1.38177e-021
      2.64346      -0.154737       -20.5363    0.000132319   2.81604e-005   6.18435e-005
      2.64346      -0.154737       -20.4331    0.000112949   3.73201e-005    0.000128048
      2.64346      -0.154737       -20.3299   7.21608e-005   5.42437e-005    0.000200991
      2.64346      -0.154737       -20.2268   1.23719e-006   8.10298e-005    0.000277376
      2.64346      -0.154737       -20.1236   -0.000111829    0.000118182    0.000344811
      2.64346      -0.154737       -20.0205   -0.000265041    0.000163604    0.000378604
      2.64346      -0.154737       -19.9173   -0.000441986     0.00021173    0.000351501
      2.64346      -0.154737       -19.8142   -0.000593959    0.000253354    0.000252421
      2.64346      -0.154737        -19.711   -0.000691999    0.000274259   9.16662e-005
      2.64346      -0.154737       -19.6078   -0.000691054    0.000275797  -9.05063e-005
      2.64346      -0.154737       -19.5047   -0.000599991     0.00025281   -0.000251533
      2.64346      -0.154737       -19.4015   -0.000441584    0.000210853   -0.000351634
      2.64346      -0.154737       -19.2984   -0.000267788    0.000164475   -0.000379516
      2.64346      -0.154737       -19.1952   -0.000111644    0.000117558   -0.000344347
      2.64346      -0.154737        -19.092   6.65725e-007   8.09933e-005   -0.000277894
      2.64346      -0.154737       -18.9889   7.23736e-005   5.45226e-005   -0.000201849
      2.64346      -0.154737       -18.8857    0.000112552   3.73772e-005   -0.000128243
      2.64346      -0.154737       -18.7826    0.000132341   2.81074e-005  -6.23072e-005
      2.64346      -0.154737       -18.6794    0.000138296   2.51564e-005  -3.18175e-021
      2.64346     -0.0515789       -20.6394    0.000137459   8.86438e-006   1.31073e-021
      2.64346     -0.0515789       -20.5363    0.000130731   9.87136e-006     6.597e-005
      2.64346     -0.0515789       -20.4331    0.000109084   1.32016e-005    0.000137006
      2.64346     -0.0515789       -20.3299    6.4108e-005   1.96574e-005     0.00021562
      2.64346     -0.0515789       -20.2268  -1.66541e-005     2.871e-005    0.000299489
      2.64346     -0.0515789       -20.1236   -0.000141737   4.35398e-005    0.000373599
      2.64346     -0.0515789       -20.0205   -0.000318287   5.96654e-005    0.000412007
      2.64346     -0.0515789       -19.9173   -0.000514993   7.70929e-005    0.000383245
      2.64346     -0.0515789       -19.8142   -0.000692202    9.2243e-005    0.000276234
