       x [in]         y [in]         z [in]    Bx [Vs/m^2]    By [Vs/m^2]    Bz [Vs/m^2]  
     0.426343     -0.0515789       -20.2268     -0.0338187      -0.010284      -0.113336
     0.426343     -0.0515789       -20.1236     -0.0559057       -0.01098      -0.102238
     0.426343     -0.0515789       -20.0205     -0.0284261    -0.00628837     -0.0435752
     0.426343     -0.0515789       -19.9173     -0.0313685     -0.0036639     -0.0181388
     0.426343     -0.0515789       -19.8142     -0.0315161    -0.00303535    -0.00910366
     0.426343     -0.0515789        -19.711     -0.0316111    -0.00283699     -0.0028324
     0.426343     -0.0515789       -19.6078     -0.0316301    -0.00283315      0.0028257
     0.426343     -0.0515789       -19.5047     -0.0315297     -0.0030225     0.00911248
     0.426343     -0.0515789       -19.4015     -0.0315516    -0.00357901      0.0180583
     0.426343     -0.0515789       -19.2984     -0.0300197    -0.00644538      0.0451722
     0.426343     -0.0515789       -19.1952     -0.0556644      -0.011774       0.102242
     0.426343     -0.0515789        -19.092     -0.0338256     -0.0106116       0.113309
     0.426343     -0.0515789       -18.9889     -0.0129972    -0.00982141       0.125855
     0.426343     -0.0515789       -18.8857      0.0115734     -0.0112177       0.170138
     0.426343     -0.0515789       -18.7826      0.0391603    -0.00167859      0.0264174
     0.426343     -0.0515789       -18.6794   1.23982e-005  -6.55865e-008              0
     0.426343      0.0515789       -20.6394    1.2591e-005  -3.90988e-008   1.63855e-023
     0.426343      0.0515789       -20.5363      0.0387363      0.0015847      -0.026687
     0.426343      0.0515789       -20.4331      0.0405832      0.0107868      -0.183915
     0.426343      0.0515789       -20.3299     -0.0132424     0.00973749      -0.125829
     0.426343      0.0515789       -20.2268     -0.0338874      0.0104923      -0.113369
     0.426343      0.0515789       -20.1236     -0.0559367      0.0113459      -0.102561
     0.426343      0.0515789       -20.0205     -0.0291311     0.00693285     -0.0441947
     0.426343      0.0515789       -19.9173     -0.0315537     0.00368572     -0.0180421
     0.426343      0.0515789       -19.8142      -0.031567     0.00303264    -0.00909594
     0.426343      0.0515789        -19.711     -0.0316033     0.00283605    -0.00283642
     0.426343      0.0515789       -19.6078     -0.0316158     0.00283752     0.00283867
     0.426343      0.0515789       -19.5047     -0.0315482     0.00304177     0.00911028
     0.426343      0.0515789       -19.4015     -0.0314456     0.00365872      0.0181165
     0.426343      0.0515789       -19.2984     -0.0306466     0.00622266      0.0449001
     0.426343      0.0515789       -19.1952     -0.0557779      0.0111331       0.102754
     0.426343      0.0515789        -19.092     -0.0339213      0.0100647       0.113386
     0.426343      0.0515789       -18.9889     -0.0134713     0.00960446       0.125504
     0.426343      0.0515789       -18.8857      0.0285925      0.0233634       0.166849
     0.426343      0.0515789       -18.7826      0.0379068     0.00118979       0.027172
     0.426343      0.0515789       -18.6794   1.27445e-005   1.46061e-008              0
     0.426343       0.154737       -20.6394    1.2516e-005   1.20752e-007              0
     0.426343       0.154737       -20.5363      0.0349065     0.00377047     -0.0219921
     0.426343       0.154737       -20.4331      0.0924694      0.0251867      -0.225373
     0.426343       0.154737       -20.3299     -0.0101596      0.0290555      -0.125665
     0.426343       0.154737       -20.2268     -0.0301952      0.0306088      -0.111552
     0.426343       0.154737       -20.1236     -0.0504623      0.0333734     -0.0996008
     0.426343       0.154737       -20.0205    -0.00788509       0.025843     -0.0653548
     0.426343       0.154737       -19.9173     -0.0312629      0.0123303      -0.020484
     0.426343       0.154737       -19.8142     -0.0314799     0.00989217     -0.0099014
     0.426343       0.154737        -19.711     -0.0315594     0.00911017     -0.0030365
     0.426343       0.154737       -19.6078     -0.0315499     0.00915625      0.0030486
     0.426343       0.154737       -19.5047      -0.031475     0.00983648     0.00985067
     0.426343       0.154737       -19.4015     -0.0313769      0.0123092      0.0204825
     0.426343       0.154737       -19.2984     -0.0114913      0.0276769      0.0743637
     0.426343       0.154737       -19.1952     -0.0504788       0.033042       0.100025
     0.426343       0.154737        -19.092     -0.0302429      0.0302372       0.111738
     0.426343       0.154737       -18.9889    -0.00896691      0.0291694       0.125864
     0.426343       0.154737       -18.8857      0.0783595      0.0300286       0.157544
     0.426343       0.154737       -18.7826       0.034789     0.00371829      0.0222404
     0.426343       0.154737       -18.6794    1.2518e-005   7.06167e-008              0
     0.426343       0.257895       -20.6394   1.25299e-005   1.97519e-007    7.8395e-023
     0.426343       0.257895       -20.5363      0.0293533     0.00419707      -0.014269
     0.426343       0.257895       -20.4331       0.116248      0.0319496      -0.107874
     0.426343       0.257895       -20.3299    -0.00293828      0.0491138      -0.127471
     0.426343       0.257895       -20.2268      -0.023355      0.0494556      -0.108643
     0.426343       0.257895       -20.1236     -0.0415209      0.0533965     -0.0959233
     0.426343       0.257895       -20.0205     -0.0623907      0.0591997     -0.0828623
     0.426343       0.257895       -19.9173     -0.0308794      0.0323983     -0.0322732
     0.426343       0.257895       -19.8142     -0.0314874      0.0205151     -0.0123572
     0.426343       0.257895        -19.711     -0.0312954      0.0182154    -0.00361143
     0.426343       0.257895       -19.6078     -0.0318002      0.0179425     0.00354454
     0.426343       0.257895       -19.5047     -0.0313166      0.0204425      0.0122611
     0.426343       0.257895       -19.4015     -0.0189553     0.00898405      0.0064276
     0.426343       0.257895       -19.2984     -0.0634055      0.0592084      0.0831188
     0.426343       0.257895       -19.1952     -0.0415577      0.0530847      0.0960726
     0.426343       0.257895        -19.092     -0.0234171      0.0492134       0.108905
     0.426343       0.257895       -18.9889    -0.00181014      0.0489557        0.12811
     0.426343       0.257895       -18.8857      0.0930886      0.0277591       0.089118
     0.426343       0.257895       -18.7826      0.0286266     0.00408218      0.0140673
     0.426343       0.257895       -18.6794   1.25447e-005   1.76183e-007              0
     0.426343       0.361053       -20.6394    1.3533e-005  -9.82069e-007  -9.53562e-023
     0.426343       0.361053       -20.5363      0.0223343     0.00259156    -0.00614804
     0.426343       0.361053       -20.4331       0.052128      0.0161991     -0.0345633
     0.426343       0.361053       -20.3299      0.0146555      0.0839326      -0.148063
     0.426343       0.361053       -20.2268     -0.0130954      0.0677144      -0.106326
     0.426343       0.361053       -20.1236        -0.0303      0.0712109     -0.0912231
     0.426343       0.361053       -20.0205     -0.0457915       0.076136     -0.0759654
     0.426343       0.361053       -19.9173     -0.0633432      0.0828704     -0.0590066
     0.426343       0.361053       -19.8142     -0.0247028      0.0699529     -0.0366398
     0.426343       0.361053        -19.711     -0.0297644      0.0413989    -0.00545689
     0.426343       0.361053       -19.6078     -0.0280861      0.0435926     0.00578082
     0.426343       0.361053       -19.5047     -0.0168535      0.0783808      0.0332428
     0.426343       0.361053       -19.4015     -0.0660708      0.0835347      0.0594753
     0.426343       0.361053       -19.2984     -0.0456468      0.0759444      0.0759844
     0.426343       0.361053       -19.1952     -0.0302145      0.0707155      0.0915084
     0.426343       0.361053        -19.092     -0.0133207      0.0671609       0.105999
     0.426343       0.361053       -18.9889      0.0147002      0.0788654       0.145543
     0.426343       0.361053       -18.8857      0.0492157      0.0165203      0.0354803
     0.426343       0.361053       -18.7826      0.0224688     0.00242009     0.00604326
     0.426343       0.361053       -18.6794   1.36092e-005   -9.6362e-007   7.90537e-023
     0.426343       0.464211       -20.6394   1.66724e-005  -3.33784e-006   1.39962e-022
     0.426343       0.464211       -20.5363   1.32722e-005  -1.97661e-006   2.83461e-006
     0.426343       0.464211       -20.4331      0.0316076     0.00927299     -0.0150625
     0.426343       0.464211       -20.3299      0.0921708       0.064846     -0.0824113
     0.426343       0.464211       -20.2268     0.00688451      0.0936908      -0.115766
     0.426343       0.464211       -20.1236     -0.0163965      0.0871133     -0.0869771
     0.426343       0.464211       -20.0205     -0.0303849      0.0915199     -0.0708113
     0.426343       0.464211       -19.9173      -0.041569      0.0960485     -0.0531409
     0.426343       0.464211       -19.8142     -0.0503065       0.099866     -0.0330982
     0.426343       0.464211        -19.711     -0.0559263       0.102451     -0.0115326
     0.426343       0.464211       -19.6078     -0.0557657       0.102639      0.0115602
     0.426343       0.464211       -19.5047     -0.0503255      0.0996713      0.0334764
     0.426343       0.464211       -19.4015     -0.0414909      0.0958778       0.053426
     0.426343       0.464211       -19.2984     -0.0302456      0.0912607      0.0711024
     0.426343       0.464211       -19.1952     -0.0169502       0.087066      0.0871802
     0.426343       0.464211        -19.092     0.00247757      0.0912047       0.111844
     0.426343       0.464211       -18.9889      0.0902597       0.060643      0.0800634
     0.426343       0.464211       -18.8857      0.0320045     0.00948273      0.0158112
     0.426343       0.464211       -18.7826   1.32643e-005  -1.93959e-006  -2.83707e-006
     0.426343       0.464211       -18.6794   1.67681e-005  -3.42377e-006   2.52067e-022
     0.426343       0.567368       -20.6394    2.0472e-005  -5.03467e-006   7.11973e-023
     0.426343       0.567368       -20.5363   1.76364e-005  -4.88165e-006   4.47553e-006
     0.426343       0.567368       -20.4331      0.0210868     0.00265054    -0.00354697
     0.426343       0.567368       -20.3299      0.0381247      0.0169245     -0.0202254
     0.426343       0.567368       -20.2268       0.174771       0.114057      -0.102638
     0.426343       0.567368       -20.1236     0.00138452       0.110134     -0.0900852
     0.426343       0.567368       -20.0205     -0.0134879       0.106311     -0.0673145
     0.426343       0.567368       -19.9173     -0.0229486       0.108775     -0.0492513
     0.426343       0.567368       -19.8142     -0.0302914       0.111652     -0.0302163
     0.426343       0.567368        -19.711     -0.0337974       0.113407     -0.0100304
     0.426343       0.567368       -19.6078      -0.033694       0.113324      0.0104564
     0.426343       0.567368       -19.5047     -0.0302702       0.111615      0.0305845
     0.426343       0.567368       -19.4015     -0.0234128       0.108654      0.0495203
     0.426343       0.567368       -19.2984     -0.0131929       0.105871       0.067608
     0.426343       0.567368       -19.1952    0.000805977       0.110422       0.090485
     0.426343       0.567368        -19.092       0.153656        0.11519       0.124176
     0.426343       0.567368       -18.9889      0.0391105      0.0173039       0.020602
     0.426343       0.567368       -18.8857      0.0210428     0.00241414     0.00339722
     0.426343       0.567368       -18.7826   1.76564e-005  -4.92538e-006  -4.43146e-006
     0.426343       0.567368       -18.6794    2.0464e-005  -5.00534e-006  -1.27227e-022
     0.426343       0.670526       -20.6394   2.36454e-005  -5.20278e-006    2.1283e-022
     0.426343       0.670526       -20.5363   2.19413e-005  -5.69039e-006   4.19728e-006
     0.426343       0.670526       -20.4331   1.67652e-005  -6.29056e-006   6.66432e-006
     0.426343       0.670526       -20.3299      0.0225481     0.00469233    -0.00463753
     0.426343       0.670526       -20.2268      0.0391995      0.0205455     -0.0173863
     0.426343       0.670526       -20.1236       0.104791      0.0995371     -0.0683221
     0.426343       0.670526       -20.0205       0.024332       0.141424     -0.0739436
     0.426343       0.670526       -19.9173    -0.00245763       0.127919     -0.0484011
     0.426343       0.670526       -19.8142    -0.00955949       0.125743     -0.0286463
     0.426343       0.670526        -19.711     -0.0130909       0.125603    -0.00969147
     0.426343       0.670526       -19.6078     -0.0129477       0.125556      0.0101058
     0.426343       0.670526       -19.5047    -0.00962979       0.125153      0.0291596
     0.426343       0.670526       -19.4015   -0.000893202       0.126956      0.0494558
     0.426343       0.670526       -19.2984      0.0187173       0.142097      0.0781948
     0.426343       0.670526       -19.1952       0.100655      0.0739666      0.0489855
     0.426343       0.670526        -19.092      0.0381031      0.0205213      0.0171159
     0.426343       0.670526       -18.9889      0.0224486     0.00463045     0.00470604
     0.426343       0.670526       -18.8857   1.67888e-005  -6.39747e-006  -6.73698e-006
     0.426343       0.670526       -18.7826   2.19108e-005  -5.78435e-006  -4.25386e-006
     0.426343       0.670526       -18.6794   2.37326e-005  -5.19854e-006   4.96519e-022
     0.426343       0.773684       -20.6394   2.59692e-005   -4.0876e-006              0
     0.426343       0.773684       -20.5363   2.50181e-005  -4.57943e-006   3.22315e-006
     0.426343       0.773684       -20.4331   2.19013e-005  -5.71824e-006   5.75454e-006
     0.426343       0.773684       -20.3299   1.66151e-005  -6.66377e-006   6.34063e-006
     0.426343       0.773684       -20.2268      0.0210844     0.00337495    -0.00242847
     0.426343       0.773684       -20.1236      0.0317154      0.0156411    -0.00923799
     0.426343       0.773684       -20.0205      0.0497682       0.034743     -0.0163071
     0.426343       0.773684       -19.9173       0.126527      0.0924072     -0.0287898
     0.426343       0.773684       -19.8142      0.0552678       0.200192     -0.0420845
     0.426343       0.773684        -19.711      0.0264082       0.185401     -0.0122864
     0.426343       0.773684       -19.6078      0.0357503       0.204098      0.0166127
     0.426343       0.773684       -19.5047      0.0932111       0.220823      0.0434543
     0.426343       0.773684       -19.4015       0.101697      0.0887456      0.0375897
     0.426343       0.773684       -19.2984      0.0504656      0.0357956      0.0166641
     0.426343       0.773684       -19.1952      0.0317288      0.0155714     0.00940343
     0.426343       0.773684        -19.092      0.0208998     0.00318887     0.00244127
     0.426343       0.773684       -18.9889   1.63894e-005  -6.73792e-006  -6.25745e-006
     0.426343       0.773684       -18.8857   2.19473e-005  -5.76187e-006  -5.74033e-006
     0.426343       0.773684       -18.7826   2.50314e-005  -4.59823e-006  -3.22394e-006
     0.426343       0.773684       -18.6794   2.59593e-005  -4.11633e-006   1.27662e-022
     0.426343       0.876842       -20.6394   2.71914e-005  -2.20066e-006  -8.58642e-023
     0.426343       0.876842       -20.5363   2.66821e-005  -2.48606e-006    2.4999e-006
     0.426343       0.876842       -20.4331   2.50091e-005   -3.2064e-006   4.58008e-006
     0.426343       0.876842       -20.3299   2.19476e-005  -4.11538e-006   5.67464e-006
     0.426343       0.876842       -20.2268   1.76594e-005  -4.46376e-006   5.01007e-006
     0.426343       0.876842       -20.1236   1.33408e-005  -2.79056e-006   2.01508e-006
     0.426343       0.876842       -20.0205       0.022471     0.00607046    -0.00248024
     0.426343       0.876842       -19.9173       0.028815      0.0141572    -0.00411996
     0.426343       0.876842       -19.8142      0.0345404      0.0216061    -0.00356222
     0.426343       0.876842        -19.711      0.0378034      0.0256624     -0.0013407
     0.426343       0.876842       -19.6078      0.0391464      0.0267771     0.00150424
     0.426343       0.876842       -19.5047       0.034725      0.0212594     0.00374225
     0.426343       0.876842       -19.4015      0.0289595      0.0142372     0.00423259
     0.426343       0.876842       -19.2984      0.0226125     0.00611946      0.0025195
     0.426343       0.876842       -19.1952   1.32993e-005  -2.85344e-006  -1.97718e-006
     0.426343       0.876842        -19.092   1.77172e-005  -4.51934e-006  -4.96129e-006
     0.426343       0.876842       -18.9889   2.19201e-005  -4.13325e-006  -5.68876e-006
     0.426343       0.876842       -18.8857    2.4994e-005  -3.23023e-006  -4.56018e-006
     0.426343       0.876842       -18.7826   2.66675e-005  -2.51525e-006  -2.50996e-006
     0.426343       0.876842       -18.6794   2.72199e-005  -2.22444e-006   1.20215e-022
     0.426343           0.98       -20.6394   2.76371e-005  -2.49653e-021              0
     0.426343           0.98       -20.5363   2.72028e-005  -2.51311e-021   2.20634e-006
     0.426343           0.98       -20.4331   2.59658e-005  -3.57768e-021   4.10519e-006
     0.426343           0.98       -20.3299    2.3685e-005  -5.50423e-021   5.22341e-006
     0.426343           0.98       -20.2268   2.04606e-005  -4.51953e-021    5.0468e-006
     0.426343           0.98       -20.1236   1.67603e-005  -4.36406e-021     3.436e-006
     0.426343           0.98       -20.0205   1.37254e-005   1.98455e-022   1.09201e-006
     0.426343           0.98       -19.9173   1.25161e-005    4.0759e-021  -1.67869e-007
     0.426343           0.98       -19.8142   1.24985e-005    4.7328e-021  -6.91947e-008
     0.426343           0.98        -19.711   1.23953e-005   4.66286e-021   9.57872e-008
     0.426343           0.98       -19.6078   1.25899e-005   5.48787e-021  -5.66159e-008
     0.426343           0.98       -19.5047   1.24427e-005   4.62284e-021    1.1934e-007
     0.426343           0.98       -19.4015   1.25647e-005   3.54379e-021   2.71417e-007
     0.426343           0.98       -19.2984   1.36617e-005   6.90736e-022  -9.94408e-007
     0.426343           0.98       -19.1952   1.67578e-005  -4.91004e-021   -3.3702e-006
     0.426343           0.98        -19.092   2.00882e-005  -3.41035e-021  -4.93037e-006
     0.426343           0.98       -18.9889   2.37282e-005  -4.28458e-021  -5.18063e-006
     0.426343           0.98       -18.8857   2.59582e-005  -3.42054e-021  -4.09721e-006
     0.426343           0.98       -18.7826   2.71849e-005  -2.40703e-021  -2.23232e-006
     0.426343           0.98       -18.6794   2.76331e-005   2.44393e-009   2.03641e-022
      0.53192          -0.98       -20.6394   2.38422e-005  -1.60641e-021  -9.31681e-023
      0.53192          -0.98       -20.5363   2.33926e-005  -1.36385e-021   1.37917e-006
      0.53192          -0.98       -20.4331   2.22853e-005  -1.68438e-021    2.3903e-006
      0.53192          -0.98       -20.3299   2.05431e-005  -1.22238e-021   2.74131e-006
      0.53192          -0.98       -20.2268   1.84893e-005  -9.63668e-022   2.14891e-006
      0.53192          -0.98       -20.1236   1.67849e-005   4.66508e-022   8.73961e-007
      0.53192          -0.98       -20.0205   1.60245e-005   1.51207e-021  -8.28253e-008
      0.53192          -0.98       -19.9173   1.60235e-005   2.76167e-021  -2.50623e-007
      0.53192          -0.98       -19.8142   1.61115e-005   2.83084e-021  -7.63101e-008
      0.53192          -0.98        -19.711   1.60817e-005   3.14918e-021  -5.33357e-008
      0.53192          -0.98       -19.6078   1.61411e-005   4.49524e-021   1.52074e-007
      0.53192          -0.98       -19.5047    1.6126e-005   2.80212e-021   2.98582e-008
      0.53192          -0.98       -19.4015   1.60215e-005   3.14662e-021   1.99958e-007
      0.53192          -0.98       -19.2984   1.60643e-005   1.56822e-021   3.32425e-008
      0.53192          -0.98       -19.1952   1.68785e-005    1.5155e-022  -1.00562e-006
      0.53192          -0.98        -19.092   1.85774e-005  -1.52978e-021  -2.21108e-006
      0.53192          -0.98       -18.9889   2.05563e-005   -1.7749e-021  -2.73689e-006
      0.53192          -0.98       -18.8857   2.23039e-005  -1.83308e-021   -2.4148e-006
      0.53192          -0.98       -18.7826   2.33891e-005  -1.75293e-021  -1.36565e-006
      0.53192          -0.98       -18.6794   2.37997e-005  -1.65615e-021              0
      0.53192      -0.876842       -20.6394   2.34487e-005   1.38029e-006  -5.49173e-023
      0.53192      -0.876842       -20.5363   2.29611e-005   1.45371e-006   1.44467e-006
      0.53192      -0.876842       -20.4331   2.16428e-005   1.57669e-006   2.48496e-006
      0.53192      -0.876842       -20.3299   1.96793e-005   1.61876e-006   2.67473e-006
      0.53192      -0.876842       -20.2268   1.75903e-005   1.17091e-006   1.76922e-006
      0.53192      -0.876842       -20.1236   1.62562e-005  -1.67891e-007   5.11803e-008
      0.53192      -0.876842       -20.0205      0.0453754    -0.00585044    -0.00239201
      0.53192      -0.876842       -19.9173      0.0535804     -0.0122838    -0.00372564
      0.53192      -0.876842       -19.8142      0.0614661      -0.016618    -0.00300726
      0.53192      -0.876842        -19.711      0.0660628     -0.0182757    -0.00106798
      0.53192      -0.876842       -19.6078      0.0671665     -0.0184207     0.00107653
      0.53192      -0.876842       -19.5047      0.0612789     -0.0164583     0.00278071
      0.53192      -0.876842       -19.4015      0.0536467     -0.0122715     0.00346769
      0.53192      -0.876842       -19.2984       0.045292    -0.00575721     0.00233119
      0.53192      -0.876842       -19.1952   1.62369e-005  -7.29849e-008  -1.98472e-007
      0.53192      -0.876842        -19.092   1.76487e-005   1.14178e-006  -1.84263e-006
      0.53192      -0.876842       -18.9889   1.96951e-005   1.60766e-006   -2.6981e-006
      0.53192      -0.876842       -18.8857   2.16186e-005   1.58613e-006  -2.50675e-006
      0.53192      -0.876842       -18.7826   2.29495e-005   1.46479e-006  -1.45275e-006
      0.53192      -0.876842       -18.6794   2.34004e-005   1.38867e-006   6.97791e-023
      0.53192      -0.773684       -20.6394   2.23009e-005   2.40971e-006   3.99276e-023
      0.53192      -0.773684       -20.5363   2.16763e-005   2.48635e-006   1.59819e-006
      0.53192      -0.773684       -20.4331   1.99068e-005   2.55931e-006   2.54999e-006
      0.53192      -0.773684       -20.3299   1.75204e-005   2.29519e-006   2.28335e-006
      0.53192      -0.773684       -20.2268      0.0437549    -0.00325336     -0.0025004
      0.53192      -0.773684       -20.1236      0.0579088     -0.0129482    -0.00792609
      0.53192      -0.773684       -20.0205      0.0785619     -0.0173202    -0.00816092
      0.53192      -0.773684       -19.9173      0.0924597     -0.0143402    -0.00501352
      0.53192      -0.773684       -19.8142   -0.000134306    -0.00793915    -0.00155376
      0.53192      -0.773684        -19.711   -0.000286636    -0.00857026   -0.000607742
      0.53192      -0.773684       -19.6078   -0.000222003    -0.00838166    0.000554297
      0.53192      -0.773684       -19.5047  -1.64256e-005    -0.00794902     0.00159655
      0.53192      -0.773684       -19.4015      0.0920845     -0.0146238     0.00474969
      0.53192      -0.773684       -19.2984      0.0794526     -0.0193465     0.00929578
      0.53192      -0.773684       -19.1952      0.0575391     -0.0129546     0.00754783
      0.53192      -0.773684        -19.092      0.0441651    -0.00339619     0.00244344
      0.53192      -0.773684       -18.9889   1.75571e-005   2.33986e-006  -2.34894e-006
      0.53192      -0.773684       -18.8857    1.9904e-005   2.54735e-006  -2.60178e-006
      0.53192      -0.773684       -18.7826   2.16553e-005   2.45325e-006  -1.59973e-006
      0.53192      -0.773684       -18.6794    2.2296e-005   2.38961e-006   1.02835e-022
      0.53192      -0.670526       -20.6394   2.05079e-005   2.75501e-006   2.99097e-023
      0.53192      -0.670526       -20.5363   1.97414e-005     2.706e-006   1.60802e-006
      0.53192      -0.670526       -20.4331   1.75756e-005   2.32106e-006   2.27176e-006
      0.53192      -0.670526       -20.3299      0.0451091    -0.00435773     -0.0044213
      0.53192      -0.670526       -20.2268      0.0671616     -0.0139972     -0.0118831
      0.53192      -0.670526       -20.1236      0.0926898     -0.0117056     -0.0086132
      0.53192      -0.670526       -20.0205   -0.000388685    -0.00795791    -0.00434152
      0.53192      -0.670526       -19.9173    -0.00919254     -0.0101404    -0.00391094
      0.53192      -0.670526       -19.8142     -0.0152389      -0.011363    -0.00264403
      0.53192      -0.670526        -19.711     -0.0184208     -0.0119052   -0.000914751
      0.53192      -0.670526       -19.6078     -0.0184214     -0.0119242    0.000907436
      0.53192      -0.670526       -19.5047     -0.0153642     -0.0114098     0.00262872
      0.53192      -0.670526       -19.4015     -0.0091858     -0.0101805     0.00392923
      0.53192      -0.670526       -19.2984   -0.000318464    -0.00796122     0.00429234
      0.53192      -0.670526       -19.1952      0.0920853     -0.0120588     0.00815131
      0.53192      -0.670526        -19.092      0.0670402     -0.0140529      0.0116954
      0.53192      -0.670526       -18.9889      0.0450171    -0.00456169     0.00445844
      0.53192      -0.670526       -18.8857   1.75206e-005    2.3088e-006  -2.28704e-006
      0.53192      -0.670526       -18.7826   1.96905e-005    2.6552e-006  -1.62068e-006
      0.53192      -0.670526       -18.6794   2.05623e-005   2.73273e-006              0
      0.53192      -0.567368       -20.6394   1.85422e-005   2.22788e-006  -2.02435e-022
      0.53192      -0.567368       -20.5363   1.75784e-005   1.79398e-006    1.1436e-006
      0.53192      -0.567368       -20.4331      0.0435892     -0.0022717    -0.00321155
      0.53192      -0.567368       -20.3299      0.0667998     -0.0117348     -0.0139363
      0.53192      -0.567368       -20.2268        0.09668     -0.0090537    -0.00947637
      0.53192      -0.567368       -20.1236    -0.00617023    -0.00802099    -0.00656629
      0.53192      -0.567368       -20.0205     -0.0184813     -0.0101026    -0.00638997
      0.53192      -0.567368       -19.9173     -0.0282105     -0.0114777     -0.0052147
      0.53192      -0.567368       -19.8142     -0.0352817     -0.0124479    -0.00341664
      0.53192      -0.567368        -19.711     -0.0390792     -0.0130206    -0.00119576
      0.53192      -0.567368       -19.6078     -0.0390477     -0.0130176     0.00117489
      0.53192      -0.567368       -19.5047     -0.0353015     -0.0125027     0.00340847
      0.53192      -0.567368       -19.4015     -0.0282429     -0.0115022     0.00520481
      0.53192      -0.567368       -19.2984     -0.0183649      -0.010082     0.00642845
      0.53192      -0.567368       -19.1952    -0.00622035    -0.00803294     0.00659253
      0.53192      -0.567368        -19.092      0.0939245    -0.00729676     0.00763173
      0.53192      -0.567368       -18.9889      0.0669978     -0.0120054      0.0139764
      0.53192      -0.567368       -18.8857      0.0439513    -0.00237179      0.0031134
      0.53192      -0.567368       -18.7826   1.75995e-005   1.76179e-006   -1.1355e-006
      0.53192      -0.567368       -18.6794   1.85448e-005   2.16526e-006              0
      0.53192      -0.464211       -20.6394   1.69419e-005   1.04223e-006   3.78939e-024
      0.53192      -0.464211       -20.5363     1.625e-005   1.56908e-007  -9.06449e-008
      0.53192      -0.464211       -20.4331      0.0567291    -0.00768727     -0.0128459
      0.53192      -0.464211       -20.3299      0.0925065    -0.00816042     -0.0125579
      0.53192      -0.464211       -20.2268    -0.00620495    -0.00659931    -0.00806394
      0.53192      -0.464211       -20.1236     -0.0216237    -0.00864085    -0.00862094
      0.53192      -0.464211       -20.0205     -0.0353131     -0.0102365    -0.00798843
      0.53192      -0.464211       -19.9173     -0.0468568     -0.0116787    -0.00650702
      0.53192      -0.464211       -19.8142     -0.0553991     -0.0130299    -0.00429376
      0.53192      -0.464211        -19.711     -0.0600312     -0.0136979    -0.00151468
      0.53192      -0.464211       -19.6078     -0.0599002     -0.0137791     0.00155002
      0.53192      -0.464211       -19.5047     -0.0554408     -0.0130126     0.00431089
      0.53192      -0.464211       -19.4015     -0.0468717     -0.0117024     0.00648203
      0.53192      -0.464211       -19.2984     -0.0352892     -0.0102064     0.00793935
      0.53192      -0.464211       -19.1952     -0.0216106     -0.0086461     0.00863102
      0.53192      -0.464211        -19.092     -0.0061232    -0.00660351      0.0080682
      0.53192      -0.464211       -18.9889      0.0924113    -0.00884877       0.011831
      0.53192      -0.464211       -18.8857      0.0574367    -0.00768631      0.0127263
      0.53192      -0.464211       -18.7826   1.62624e-005   3.95748e-008   1.65537e-007
      0.53192      -0.464211       -18.6794   1.68546e-005    9.6684e-007  -1.27537e-023
      0.53192      -0.361053       -20.6394   1.60874e-005  -3.15312e-008   3.28808e-023
      0.53192      -0.361053       -20.5363       0.045416    -0.00240487    -0.00599735
      0.53192      -0.361053       -20.4331      0.0781867    -0.00823038     -0.0177419
      0.53192      -0.361053       -20.3299   -0.000367185    -0.00422161    -0.00809853
      0.53192      -0.361053       -20.2268     -0.0183554    -0.00641812     -0.0100845
      0.53192      -0.361053       -20.1236     -0.0352621    -0.00793314     -0.0102234
      0.53192      -0.361053       -20.0205     -0.0510399    -0.00946202    -0.00959228
      0.53192      -0.361053       -19.9173     -0.0626507     -0.0115319    -0.00814998
      0.53192      -0.361053       -19.8142     -0.0602593     -0.0151562    -0.00658736
      0.53192      -0.361053        -19.711     -0.0573339     -0.0172005    -0.00232254
      0.53192      -0.361053       -19.6078     -0.0573483     -0.0173349     0.00261039
      0.53192      -0.361053       -19.5047     -0.0602787     -0.0150285     0.00646349
      0.53192      -0.361053       -19.4015      -0.062572     -0.0115133     0.00823627
      0.53192      -0.361053       -19.2984     -0.0511077    -0.00953066     0.00951704
      0.53192      -0.361053       -19.1952     -0.0352989    -0.00793003      0.0101905
      0.53192      -0.361053        -19.092     -0.0184643    -0.00640382      0.0100871
      0.53192      -0.361053       -18.9889   -0.000294673    -0.00439172     0.00796489
      0.53192      -0.361053       -18.8857      0.0775965    -0.00848056      0.0179417
      0.53192      -0.361053       -18.7826      0.0453539    -0.00249261     0.00590993
      0.53192      -0.361053       -18.6794   1.60458e-005  -1.03579e-007   7.52708e-023
      0.53192      -0.257895       -20.6394   1.60164e-005  -2.38275e-007   9.08098e-023
      0.53192      -0.257895       -20.5363      0.0537773    -0.00352367     -0.0126375
      0.53192      -0.257895       -20.4331      0.0927554    -0.00430729      -0.014319
      0.53192      -0.257895       -20.3299    -0.00921419    -0.00391734     -0.0101239
      0.53192      -0.257895       -20.2268     -0.0282166    -0.00521407     -0.0114978
      0.53192      -0.257895       -20.1236     -0.0468594    -0.00649185     -0.0116882
      0.53192      -0.257895       -20.0205     -0.0626134     -0.0082172     -0.0114985
      0.53192      -0.257895       -19.9173      -0.057387     -0.0123182     -0.0122364
      0.53192      -0.257895       -19.8142     -0.0506807     -0.0138326     -0.0082689
